date,district,crop_type,price,rainfall,temperature,humidity
2022-07-05,Aurangabad,Soybean,1620.24,12.7,35.33,72.93
2022-07-05,Kolhapur,Cotton,1814.39,17.54,36.94,70.21
2022-07-05,Nashik,Maize,1463.61,28.99,31.18,90.72
2022-07-05,Aurangabad,Maize,1407.51,31.0,33.96,76.87
2022-07-05,Kolhapur,Rice,1667.37,1.14,36.66,56.44
2022-07-05,Aurangabad,Wheat,1235.68,11.4,36.67,74.16
2022-07-05,Nagpur,Rice,1765.9,26.89,37.83,80.4
2022-07-05,Aurangabad,Cotton,1621.21,14.5,37.23,66.33
2022-07-05,Nashik,Wheat,2079.02,17.49,38.3,79.24
2022-07-05,Pune,Soybean,1504.53,13.37,,70.41
2022-07-05,Pune,Rice,1612.34,0.68,34.54,59.79
2022-07-05,Kolhapur,Maize,2494.15,1.32,37.46,65.46
2022-07-05,Nagpur,Cotton,1940.31,24.29,39.45,77.31
2022-07-05,Nashik,Cotton,1484.08,15.9,38.42,66.34
2022-07-05,Nashik,Rice,1768.86,30.67,37.99,85.2
2022-07-05,Nagpur,Maize,2272.83,30.04,36.91,90.21
2022-07-05,Nagpur,Soybean,1995.86,12.71,37.32,72.72
2022-07-05,Aurangabad,Rice,1868.39,1.29,38.26,56.09
2022-07-05,Pune,Cotton,2647.1,26.16,38.2,80.32
2022-07-05,Pune,Wheat,1284.71,37.39,38.11,
2022-07-05,Kolhapur,Soybean,1545.48,25.0,36.05,72.1
2022-07-05,Nagpur,Wheat,1348.68,26.38,34.6,77.5
2022-07-05,Nashik,Soybean,,3.03,34.97,66.95
2022-07-06,Pune,Cotton,2309.24,7.24,33.62,61.18
2022-07-06,Nagpur,Soybean,2104.95,8.43,34.74,67.6
2022-07-06,Kolhapur,Wheat,2294.9,20.24,37.95,73.54
2022-07-06,Aurangabad,Cotton,1458.65,15.41,33.79,62.8
2022-07-06,Nagpur,Rice,1778.0,10.31,33.54,76.06
2022-07-06,Aurangabad,Soybean,1712.58,6.6,36.25,70.56
2022-07-06,Kolhapur,Rice,1654.47,24.2,37.11,66.4
2022-07-06,Nashik,Rice,1777.97,,38.43,69.4
2022-07-06,Nashik,Cotton,1439.03,1.95,34.58,60.32
2022-07-06,Pune,Soybean,1406.21,6.78,37.29,65.15
2022-07-06,Nagpur,Cotton,1868.42,3.64,34.42,65.47
2022-07-06,Nagpur,Wheat,1243.48,0.66,39.63,58.91
2022-07-06,Pune,Wheat,1325.35,23.78,37.58,83.28
2022-07-06,Pune,Maize,1668.82,0.85,39.65,60.02
2022-07-06,Aurangabad,Wheat,1290.0,1.92,38.84,62.77
2022-07-06,Aurangabad,Rice,1938.43,2.01,36.03,65.81
2022-07-06,Kolhapur,Cotton,1718.02,21.7,37.28,81.91
2022-07-06,Nashik,Maize,1470.52,13.55,37.73,62.27
2022-07-06,Nashik,Soybean,1823.33,12.21,35.96,65.26
2022-07-06,Pune,Rice,1698.05,10.37,32.21,68.42
2022-07-06,Nashik,Wheat,2093.89,9.68,37.13,78.74
2022-07-06,Aurangabad,Maize,1384.23,22.98,36.64,87.96
2022-07-06,Kolhapur,Maize,2365.99,6.13,37.01,74.22
2022-07-06,Nagpur,Maize,2262.03,23.83,29.98,83.57
2022-07-06,Kolhapur,Soybean,1741.11,10.14,38.32,75.56
2022-07-07,Kolhapur,Wheat,2270.06,30.13,39.14,78.6
2022-07-07,Pune,Cotton,2352.56,17.72,35.75,70.6
2022-07-07,Nashik,Maize,1527.69,4.86,38.76,68.66
2022-07-07,Pune,Wheat,1221.15,19.9,36.44,75.23
2022-07-07,Kolhapur,Rice,1737.68,5.15,34.33,66.7
2022-07-07,Nashik,Rice,1669.39,15.87,38.08,70.24
2022-07-07,Aurangabad,Wheat,1472.8,15.51,36.6,84.72
2022-07-07,Kolhapur,Maize,2263.97,6.73,38.51,66.44
2022-07-07,Aurangabad,Rice,1883.73,3.57,40.26,69.15
2022-07-07,Nashik,Wheat,1915.05,4.91,,54.78
2022-07-07,Nagpur,Cotton,1780.88,3.25,33.82,64.83
2022-07-07,Kolhapur,Cotton,1894.71,4.72,31.34,68.97
2022-07-07,Pune,Maize,1675.02,8.58,38.83,64.81
2022-07-07,Pune,Rice,1764.62,1.03,38.8,56.41
2022-07-07,Nagpur,Maize,2217.13,9.42,36.48,65.14
2022-07-07,Aurangabad,Maize,1420.36,9.18,35.97,75.67
2022-07-07,Kolhapur,Soybean,1668.38,2.56,,66.11
2022-07-07,Nagpur,Wheat,1202.17,10.19,38.7,68.47
2022-07-07,Nagpur,Rice,1710.67,7.88,34.06,72.5
2022-07-07,Pune,Soybean,1485.1,1.47,34.75,60.91
2022-07-07,Nagpur,Soybean,2198.0,3.99,38.81,60.24
2022-07-07,Nashik,Cotton,1462.89,18.09,35.82,77.89
2022-07-07,Aurangabad,Soybean,1822.13,23.1,38.79,81.23
2022-07-07,Nashik,Soybean,,5.82,35.85,65.7
2022-07-07,Aurangabad,Cotton,1564.34,5.29,33.63,71.08
2022-07-08,Nagpur,Rice,1669.14,12.97,31.73,67.54
2022-07-08,Aurangabad,Wheat,1476.3,22.59,35.88,77.76
2022-07-08,Nashik,Wheat,1989.47,,38.68,78.52
2022-07-08,Nagpur,Cotton,1650.01,9.58,37.31,68.72
2022-07-08,Aurangabad,Cotton,1448.14,39.62,,92.27
2022-07-08,Pune,Rice,1650.1,2.01,36.85,59.61
2022-07-08,Kolhapur,Rice,1647.87,4.25,34.25,66.0
2022-07-08,Nashik,Rice,1821.61,,,92.95
2022-07-08,Kolhapur,Maize,2457.23,24.32,36.36,77.42
2022-07-08,Nashik,Cotton,1451.53,5.35,37.1,61.3
2022-07-08,Kolhapur,Cotton,1805.14,3.25,35.63,67.21
2022-07-08,Kolhapur,Soybean,1472.56,,39.1,100.0
2022-07-08,Pune,Cotton,2433.34,22.22,32.99,78.41
2022-07-08,Nagpur,Wheat,1238.44,8.4,35.26,69.94
2022-07-08,Pune,Maize,1721.37,7.28,37.79,74.65
2022-07-08,Aurangabad,Soybean,1754.57,47.52,34.7,98.29
2022-07-08,Nashik,Soybean,1742.0,2.25,37.27,62.82
2022-07-08,Kolhapur,Wheat,2327.7,7.53,32.88,62.37
2022-07-08,Pune,Wheat,1094.84,12.78,34.84,72.18
2022-07-08,Pune,Soybean,1456.35,1.3,34.99,56.96
2022-07-08,Nagpur,Soybean,2165.21,49.84,34.9,91.34
2022-07-08,Aurangabad,Rice,1841.67,21.32,35.94,
2022-07-08,Nashik,Maize,1382.53,25.56,37.71,82.33
2022-07-08,Nagpur,Maize,,33.98,35.5,93.34
2022-07-08,Aurangabad,Maize,1263.43,1.72,34.61,51.75
2022-07-09,Nashik,Rice,1829.91,14.07,38.02,75.31
2022-07-09,Nagpur,Maize,2264.99,2.83,36.54,55.05
2022-07-09,Pune,Soybean,1322.58,16.85,37.49,84.08
2022-07-09,Nagpur,Wheat,1130.06,17.66,34.96,76.67
2022-07-09,Kolhapur,Wheat,2048.98,18.6,37.82,67.93
2022-07-09,Aurangabad,Maize,1356.86,,34.14,65.86
2022-07-09,Nashik,Wheat,2007.06,15.08,36.96,70.51
2022-07-09,Kolhapur,Soybean,1636.62,9.18,36.79,65.65
2022-07-09,Aurangabad,Cotton,,5.22,35.73,81.13
2022-07-09,Aurangabad,Soybean,,6.1,35.32,62.15
2022-07-09,Nashik,Cotton,1380.17,51.87,35.83,100.0
2022-07-09,Nagpur,Rice,1659.47,32.45,39.81,84.65
2022-07-09,Pune,Rice,1601.71,6.95,36.5,60.41
2022-07-09,Kolhapur,Rice,1801.74,11.72,33.31,72.77
2022-07-09,Kolhapur,Maize,2324.61,,34.54,59.36
2022-07-09,Nashik,Maize,1441.95,2.42,34.91,58.09
2022-07-09,Aurangabad,Rice,1899.49,,37.76,69.45
2022-07-09,Nashik,Soybean,1827.91,26.23,37.84,80.82
2022-07-09,Pune,Cotton,2612.81,14.89,35.08,75.68
2022-07-09,Aurangabad,Wheat,1445.06,2.18,39.33,69.35
2022-07-09,Pune,Maize,1865.75,17.49,34.2,
2022-07-09,Nagpur,Soybean,2158.27,22.63,37.35,75.78
2022-07-09,Kolhapur,Cotton,1841.29,22.65,36.2,75.81
2022-07-09,Nagpur,Cotton,1852.93,2.23,41.0,63.25
2022-07-09,Pune,Wheat,1233.01,9.6,33.45,67.17
2022-07-10,Aurangabad,Wheat,1375.13,16.36,37.21,80.74
2022-07-10,Aurangabad,Cotton,1614.68,11.41,33.62,66.21
2022-07-10,Aurangabad,Soybean,1739.25,5.12,36.25,71.1
2022-07-10,Nagpur,Cotton,1894.67,4.09,34.63,74.88
2022-07-10,Nashik,Wheat,1963.23,7.94,34.46,67.04
2022-07-10,Nagpur,Soybean,2121.12,1.3,35.69,62.91
2022-07-10,Nashik,Soybean,1824.32,24.87,33.31,81.51
2022-07-10,Pune,Soybean,1473.48,3.0,35.42,63.56
2022-07-10,Nashik,Cotton,1384.47,19.85,39.0,81.39
2022-07-10,Kolhapur,Soybean,1529.2,4.55,35.24,64.38
2022-07-10,Kolhapur,Cotton,1667.46,5.76,,64.04
2022-07-10,Aurangabad,Rice,1841.52,29.55,39.75,79.98
2022-07-10,Kolhapur,Rice,1743.25,10.09,36.84,69.93
2022-07-10,Pune,Maize,1708.86,12.94,34.14,56.53
2022-07-10,Nagpur,Wheat,1371.72,2.62,36.08,59.0
2022-07-10,Pune,Cotton,2333.78,8.51,37.71,60.13
2022-07-10,Pune,Wheat,1349.91,1.09,35.53,62.2
2022-07-10,Nashik,Rice,1930.87,1.3,37.85,62.42
2022-07-10,Nashik,Maize,1657.96,0.98,39.52,58.19
2022-07-10,Aurangabad,Maize,1335.74,7.79,39.12,63.96
2022-07-10,Nagpur,Rice,1787.04,4.22,37.52,61.8
2022-07-10,Nagpur,Maize,2185.15,25.94,38.56,72.28
2022-07-10,Kolhapur,Wheat,2184.35,0.6,37.05,63.23
2022-07-10,Kolhapur,Maize,2243.68,11.83,35.52,68.53
2022-07-10,Pune,Rice,1706.56,8.57,37.22,61.47
2022-07-11,Kolhapur,Cotton,1687.27,20.71,36.32,77.81
2022-07-11,Pune,Rice,1596.88,3.59,34.71,64.76
2022-07-11,Kolhapur,Soybean,1424.77,18.07,40.23,77.33
2022-07-11,Aurangabad,Rice,1764.78,0.42,39.08,57.25
2022-07-11,Pune,Maize,,7.09,35.87,73.76
2022-07-11,Nagpur,Cotton,1722.52,8.71,37.87,59.98
2022-07-11,Nagpur,Soybean,2054.39,5.49,34.59,63.62
2022-07-11,Nagpur,Maize,2268.25,4.44,34.22,64.88
2022-07-11,Aurangabad,Maize,1242.21,11.53,33.81,74.35
2022-07-11,Nashik,Wheat,2060.81,12.17,38.33,71.56
2022-07-11,Nashik,Cotton,1342.06,12.47,38.1,66.51
2022-07-11,Pune,Soybean,1345.48,0.34,36.67,57.4
2022-07-11,Aurangabad,Wheat,1347.47,9.56,33.61,75.16
2022-07-11,Nashik,Soybean,,23.81,34.92,83.58
2022-07-11,Pune,Cotton,2364.2,11.8,37.38,78.68
2022-07-11,Nashik,Maize,1624.04,34.3,40.0,80.86
2022-07-11,Kolhapur,Maize,,18.63,40.04,79.16
2022-07-11,Kolhapur,Wheat,2070.81,4.19,34.73,48.69
2022-07-11,Nashik,Rice,1858.57,3.37,37.94,62.12
2022-07-11,Kolhapur,Rice,1804.86,,38.21,71.79
2022-07-11,Nagpur,Wheat,1298.29,14.25,37.69,74.02
2022-07-11,Pune,Wheat,1261.07,6.3,38.08,62.13
2022-07-11,Aurangabad,Soybean,1706.11,4.08,37.23,63.62
2022-07-11,Aurangabad,Cotton,1421.39,11.47,37.74,71.31
2022-07-11,Nagpur,Rice,1797.21,3.78,35.49,63.84
2022-07-12,Nagpur,Rice,1712.23,5.54,36.74,53.96
2022-07-12,Pune,Wheat,1254.15,5.6,36.74,52.28
2022-07-12,Nashik,Cotton,1416.06,3.13,30.3,67.59
2022-07-12,Aurangabad,Wheat,1340.52,11.12,35.73,67.25
2022-07-12,Pune,Maize,1475.32,3.05,36.4,
2022-07-12,Nashik,Soybean,,5.95,34.76,66.12
2022-07-12,Kolhapur,Soybean,1721.82,7.48,34.73,73.87
2022-07-12,Pune,Cotton,2464.96,14.47,36.41,73.12
2022-07-12,Nagpur,Soybean,2276.3,2.59,33.29,69.67
2022-07-12,Pune,Soybean,1505.37,46.71,37.21,99.38
2022-07-12,Nashik,Maize,1725.45,4.44,37.64,69.17
2022-07-12,Kolhapur,Maize,2238.87,3.76,35.88,59.99
2022-07-12,Kolhapur,Wheat,2269.29,12.4,33.31,66.28
2022-07-12,Kolhapur,Cotton,1741.89,1.95,36.97,66.02
2022-07-12,Aurangabad,Rice,,20.66,38.07,76.74
2022-07-12,Pune,Rice,1617.06,4.57,34.31,61.88
2022-07-12,Nagpur,Cotton,1859.48,48.13,35.37,92.98
2022-07-12,Aurangabad,Maize,1407.79,46.14,34.78,
2022-07-12,Nagpur,Maize,2285.66,0.37,36.45,62.45
2022-07-12,Kolhapur,Rice,,3.53,37.84,59.81
2022-07-12,Nashik,Wheat,2118.19,11.48,35.82,
2022-07-12,Nagpur,Wheat,1399.98,16.1,38.58,89.85
2022-07-12,Aurangabad,Soybean,1595.44,9.89,36.89,58.94
2022-07-12,Aurangabad,Cotton,1462.62,19.34,36.43,80.58
2022-07-12,Nashik,Rice,1746.94,10.85,34.59,61.68
2022-07-13,Aurangabad,Soybean,1691.86,11.37,36.12,73.6
2022-07-13,Nashik,Wheat,2127.61,5.32,36.32,51.62
2022-07-13,Aurangabad,Rice,1947.36,0.29,34.6,55.95
2022-07-13,Nashik,Cotton,1621.69,37.6,34.59,89.55
2022-07-13,Pune,Cotton,2457.19,3.5,36.58,65.13
2022-07-13,Nagpur,Wheat,,0.33,34.08,61.82
2022-07-13,Nashik,Soybean,1888.12,0.7,35.79,65.8
2022-07-13,Aurangabad,Maize,1351.44,21.36,38.56,76.17
2022-07-13,Kolhapur,Cotton,2009.43,29.15,33.6,78.13
2022-07-13,Nagpur,Maize,2356.94,18.56,37.2,74.03
2022-07-13,Pune,Maize,1696.6,15.57,39.04,71.03
2022-07-13,Nashik,Maize,1588.58,32.98,39.95,81.19
2022-07-13,Aurangabad,Wheat,1374.34,33.57,36.78,86.43
2022-07-13,Pune,Soybean,1373.3,47.18,35.8,93.49
2022-07-13,Kolhapur,Maize,2290.6,,38.31,65.97
2022-07-13,Nagpur,Rice,1681.25,8.01,36.96,68.7
2022-07-13,Pune,Wheat,1146.96,3.61,33.75,62.22
2022-07-13,Nagpur,Soybean,2190.88,7.82,38.15,70.45
2022-07-13,Kolhapur,Wheat,2153.58,17.31,35.94,83.72
2022-07-13,Nashik,Rice,1642.17,3.87,34.05,70.58
2022-07-13,Nagpur,Cotton,1787.36,2.0,37.61,65.64
2022-07-13,Pune,Rice,1659.08,,35.68,54.38
2022-07-13,Aurangabad,Cotton,1440.43,5.3,36.27,60.97
2022-07-13,Kolhapur,Rice,1586.94,38.56,38.53,92.16
2022-07-13,Kolhapur,Soybean,1592.02,0.15,35.57,62.08
2022-07-14,Kolhapur,Wheat,2451.34,10.14,36.28,67.04
2022-07-14,Nagpur,Wheat,1198.69,6.77,32.92,62.69
2022-07-14,Nashik,Wheat,1989.63,6.62,34.45,70.47
2022-07-14,Aurangabad,Cotton,1490.15,6.34,33.99,63.72
2022-07-14,Kolhapur,Rice,1722.99,35.98,39.08,92.27
2022-07-14,Kolhapur,Soybean,1600.12,4.63,36.84,60.36
2022-07-14,Nashik,Rice,1734.68,37.91,35.4,87.02
2022-07-14,Aurangabad,Wheat,1291.52,0.45,36.65,59.55
2022-07-14,Nashik,Maize,1641.89,12.18,,71.8
2022-07-14,Nagpur,Soybean,2180.28,2.81,37.19,56.1
2022-07-14,Pune,Wheat,,15.42,,79.45
2022-07-14,Pune,Cotton,2349.2,19.9,32.4,75.44
2022-07-14,Kolhapur,Maize,2292.75,13.27,33.44,65.2
2022-07-14,Aurangabad,Rice,1859.52,13.14,35.45,69.54
2022-07-14,Nagpur,Maize,2215.19,31.91,35.56,91.07
2022-07-14,Pune,Soybean,1410.86,5.7,38.49,64.69
2022-07-14,Aurangabad,Maize,1363.48,6.42,36.44,67.57
2022-07-14,Nagpur,Rice,1771.26,0.94,37.63,53.87
2022-07-14,Nagpur,Cotton,1860.59,0.51,32.0,65.17
2022-07-14,Pune,Maize,1561.26,14.77,30.62,69.93
2022-07-14,Aurangabad,Soybean,1624.83,2.41,34.52,64.83
2022-07-14,Nashik,Cotton,1285.47,0.4,35.1,60.69
2022-07-14,Pune,Rice,1544.85,4.34,38.91,74.35
2022-07-14,Nashik,Soybean,1862.34,1.35,32.19,55.58
2022-07-14,Kolhapur,Cotton,1668.62,7.92,33.01,66.8
2022-07-15,Pune,Soybean,1530.33,0.31,35.73,62.25
2022-07-15,Nagpur,Wheat,1300.44,46.33,35.69,100.0
2022-07-15,Pune,Cotton,2334.83,36.03,35.36,88.92
2022-07-15,Nagpur,Soybean,2013.81,4.49,34.71,59.97
2022-07-15,Pune,Rice,,40.78,33.77,87.0
2022-07-15,Aurangabad,Wheat,1431.28,12.22,37.13,77.14
2022-07-15,Kolhapur,Maize,2310.51,15.54,36.9,72.34
2022-07-15,Nashik,Soybean,1734.0,3.88,38.37,60.89
2022-07-15,Aurangabad,Rice,1849.3,12.6,33.53,66.36
2022-07-15,Kolhapur,Rice,1825.72,0.05,36.4,66.8
2022-07-15,Nashik,Cotton,1466.37,3.03,,66.66
2022-07-15,Aurangabad,Maize,1342.81,5.17,36.57,55.19
2022-07-15,Nashik,Wheat,2036.9,4.6,36.0,66.19
2022-07-15,Kolhapur,Soybean,1479.0,7.33,33.14,69.18
2022-07-15,Kolhapur,Cotton,1729.94,2.24,33.74,71.13
2022-07-15,Aurangabad,Cotton,1460.9,6.5,32.69,64.23
2022-07-15,Nashik,Rice,1861.06,6.24,36.07,69.93
2022-07-15,Nashik,Maize,1500.82,46.97,34.82,
2022-07-15,Nagpur,Maize,2144.9,2.93,33.49,59.06
2022-07-15,Nagpur,Cotton,1767.22,14.77,34.46,86.41
2022-07-15,Pune,Maize,1630.59,2.0,34.04,67.76
2022-07-15,Kolhapur,Wheat,2165.11,7.86,34.93,62.43
2022-07-15,Pune,Wheat,1226.99,8.22,36.88,71.21
2022-07-15,Aurangabad,Soybean,1726.11,3.98,36.3,63.7
2022-07-15,Nagpur,Rice,1604.02,13.67,32.14,68.07
2022-07-16,Aurangabad,Maize,1262.27,0.16,34.34,53.36
2022-07-16,Nashik,Rice,1742.54,7.33,35.55,66.75
2022-07-16,Pune,Maize,1670.09,29.55,,90.81
2022-07-16,Nagpur,Rice,1875.31,8.83,34.37,70.21
2022-07-16,Nagpur,Maize,2223.67,9.17,33.63,73.35
2022-07-16,Aurangabad,Cotton,1574.3,0.73,34.84,58.55
2022-07-16,Kolhapur,Rice,1612.48,4.95,35.9,64.18
2022-07-16,Kolhapur,Maize,2248.7,38.56,32.97,83.1
2022-07-16,Pune,Wheat,1108.23,1.01,34.27,65.64
2022-07-16,Kolhapur,Wheat,2211.85,,34.53,73.72
2022-07-16,Kolhapur,Soybean,1484.09,5.59,36.44,50.3
2022-07-16,Nashik,Wheat,2045.99,91.65,34.14,100.0
2022-07-16,Pune,Soybean,1457.05,15.59,35.6,75.23
2022-07-16,Aurangabad,Rice,1868.68,3.74,35.59,60.78
2022-07-16,Nashik,Maize,1516.37,16.8,34.21,80.41
2022-07-16,Nagpur,Wheat,1306.11,4.29,33.88,59.91
2022-07-16,Nashik,Cotton,1340.7,0.45,36.93,63.33
2022-07-16,Nagpur,Soybean,2117.55,8.83,,57.19
2022-07-16,Aurangabad,Soybean,1547.6,1.54,40.0,62.96
2022-07-16,Nashik,Soybean,1681.68,2.98,36.15,56.89
2022-07-16,Pune,Rice,1534.53,34.74,30.78,93.25
2022-07-16,Nagpur,Cotton,1755.25,11.49,36.59,65.44
2022-07-16,Aurangabad,Wheat,1458.71,1.02,35.71,58.57
2022-07-16,Pune,Cotton,2434.17,7.51,34.67,65.27
2022-07-16,Kolhapur,Cotton,1740.59,9.19,,64.68
2022-07-17,Aurangabad,Maize,,0.09,35.55,58.39
2022-07-17,Pune,Rice,1627.99,4.89,34.92,56.53
2022-07-17,Kolhapur,Soybean,1445.81,9.63,34.77,63.27
2022-07-17,Nagpur,Cotton,1805.26,4.51,36.58,67.38
2022-07-17,Kolhapur,Cotton,1872.32,24.48,33.42,79.46
2022-07-17,Nashik,Soybean,1870.32,24.86,35.69,82.62
2022-07-17,Aurangabad,Rice,1796.8,16.58,37.65,73.95
2022-07-17,Pune,Soybean,1327.79,21.34,34.69,70.78
2022-07-17,Nagpur,Rice,1752.34,9.32,36.42,76.17
2022-07-17,Aurangabad,Soybean,1644.5,28.17,34.51,78.39
2022-07-17,Nashik,Cotton,1496.42,40.76,38.23,79.01
2022-07-17,Pune,Maize,1638.98,0.8,33.96,54.18
2022-07-17,Kolhapur,Wheat,2167.96,2.3,34.86,59.82
2022-07-17,Nashik,Wheat,2056.85,10.41,35.61,67.26
2022-07-17,Nashik,Rice,,14.51,32.21,65.14
2022-07-17,Aurangabad,Wheat,1486.48,18.7,35.53,72.07
2022-07-17,Kolhapur,Rice,1721.03,0.56,38.91,59.38
2022-07-17,Nagpur,Soybean,2174.29,1.87,33.3,58.11
2022-07-17,Kolhapur,Maize,2337.56,22.76,36.1,75.37
2022-07-17,Nagpur,Maize,2255.62,16.6,35.89,77.22
2022-07-17,Pune,Cotton,2370.84,14.49,,76.68
2022-07-17,Pune,Wheat,1281.65,2.98,36.27,68.57
2022-07-17,Aurangabad,Cotton,1513.61,15.83,36.06,74.66
2022-07-17,Nagpur,Wheat,1319.19,25.91,35.41,87.67
2022-07-17,Nashik,Maize,1561.18,1.34,37.44,60.05
2022-07-18,Nagpur,Cotton,1712.86,3.93,31.86,62.18
2022-07-18,Kolhapur,Cotton,1783.75,5.92,34.3,77.8
2022-07-18,Nashik,Soybean,1822.71,51.54,37.39,100.0
2022-07-18,Pune,Cotton,2414.97,16.03,37.08,72.78
2022-07-18,Nagpur,Maize,2339.19,4.83,34.64,73.18
2022-07-18,Nagpur,Soybean,2282.82,23.67,34.09,69.55
2022-07-18,Nagpur,Wheat,1302.09,10.61,34.67,67.64
2022-07-18,Aurangabad,Wheat,1502.34,27.18,35.91,85.21
2022-07-18,Nashik,Cotton,1406.41,24.62,34.6,70.52
2022-07-18,Aurangabad,Maize,1190.67,7.72,40.0,59.88
2022-07-18,Nashik,Rice,1781.5,8.91,39.32,73.39
2022-07-18,Pune,Rice,1619.17,10.15,38.17,70.4
2022-07-18,Aurangabad,Soybean,1651.36,12.55,,67.75
2022-07-18,Kolhapur,Wheat,2157.86,25.0,34.53,89.94
2022-07-18,Nashik,Maize,1373.46,22.95,29.6,83.72
2022-07-18,Aurangabad,Cotton,1516.11,17.57,34.46,
2022-07-18,Nashik,Wheat,1933.72,1.16,35.94,62.68
2022-07-18,Kolhapur,Soybean,1683.32,2.43,40.41,62.47
2022-07-18,Kolhapur,Maize,2413.33,20.72,34.4,83.96
2022-07-18,Pune,Maize,1609.09,0.68,34.28,67.33
2022-07-18,Nagpur,Rice,1700.21,3.45,35.95,62.07
2022-07-18,Pune,Wheat,1148.24,13.8,36.0,71.48
2022-07-18,Aurangabad,Rice,1806.71,6.58,36.58,68.2
2022-07-18,Pune,Soybean,1329.77,1.6,37.96,76.43
2022-07-18,Kolhapur,Rice,1627.96,22.79,34.48,77.95
2022-07-19,Aurangabad,Wheat,1148.06,1.09,37.39,54.23
2022-07-19,Pune,Maize,1606.64,2.49,34.8,68.68
2022-07-19,Kolhapur,Wheat,2094.08,1.84,37.66,60.08
2022-07-19,Nagpur,Wheat,1355.49,4.22,32.54,66.4
2022-07-19,Pune,Cotton,2375.26,13.03,34.08,74.26
2022-07-19,Kolhapur,Rice,1762.5,26.11,33.44,74.92
2022-07-19,Aurangabad,Soybean,1789.73,9.74,36.27,65.23
2022-07-19,Kolhapur,Soybean,1435.34,10.2,35.32,71.38
2022-07-19,Aurangabad,Cotton,1463.3,20.62,33.61,
2022-07-19,Kolhapur,Cotton,1631.54,2.35,36.01,60.68
2022-07-19,Nashik,Soybean,1848.45,20.36,36.84,74.74
2022-07-19,Nashik,Cotton,1327.92,36.47,33.55,91.83
2022-07-19,Aurangabad,Rice,1862.22,12.04,33.46,70.73
2022-07-19,Nashik,Rice,1738.04,5.78,35.25,65.9
2022-07-19,Nashik,Maize,1565.47,1.92,35.36,60.48
2022-07-19,Nagpur,Maize,2327.2,1.91,31.94,52.66
2022-07-19,Pune,Wheat,1210.83,0.95,33.51,61.75
2022-07-19,Pune,Rice,1667.22,28.84,32.34,81.82
2022-07-19,Nashik,Wheat,2146.45,8.79,37.01,57.03
2022-07-19,Nagpur,Cotton,1880.73,24.29,34.16,83.03
2022-07-19,Pune,Soybean,1359.86,1.75,34.39,67.31
2022-07-19,Kolhapur,Maize,2234.92,14.14,33.95,72.62
2022-07-19,Nagpur,Rice,1776.2,22.04,36.93,79.79
2022-07-19,Nagpur,Soybean,2210.1,5.41,35.93,68.57
2022-07-19,Aurangabad,Maize,1272.74,0.86,37.98,60.2
2022-07-20,Aurangabad,Soybean,1561.81,30.89,36.58,91.94
2022-07-20,Nagpur,Maize,2220.12,5.98,34.12,62.35
2022-07-20,Nagpur,Wheat,1271.47,21.69,39.11,74.41
2022-07-20,Kolhapur,Soybean,1693.0,51.68,33.71,100.0
2022-07-20,Pune,Cotton,2413.76,9.51,34.51,65.44
2022-07-20,Nagpur,Soybean,2092.61,29.48,33.47,82.82
2022-07-20,Nashik,Rice,1725.14,0.96,36.06,67.44
2022-07-20,Aurangabad,Maize,1333.65,2.04,33.61,60.57
2022-07-20,Aurangabad,Wheat,1478.63,0.31,34.35,64.09
2022-07-20,Nashik,Maize,1468.75,,34.4,68.28
2022-07-20,Kolhapur,Maize,2382.37,1.51,33.63,60.54
2022-07-20,Kolhapur,Rice,1603.92,8.77,35.04,70.86
2022-07-20,Aurangabad,Rice,1902.55,11.94,39.31,70.43
2022-07-20,Pune,Soybean,,20.73,38.23,86.74
2022-07-20,Aurangabad,Cotton,1525.7,15.04,34.97,72.58
2022-07-20,Nashik,Wheat,,0.62,32.9,55.14
2022-07-20,Nashik,Cotton,1351.79,15.06,35.07,71.35
2022-07-20,Pune,Wheat,1058.8,22.86,36.43,75.2
2022-07-20,Nashik,Soybean,1791.56,15.71,36.73,73.97
2022-07-20,Nagpur,Rice,1757.11,6.09,33.07,59.21
2022-07-20,Pune,Maize,1636.77,28.82,33.83,83.16
2022-07-20,Nagpur,Cotton,1802.28,4.65,34.41,53.2
2022-07-20,Kolhapur,Cotton,1721.0,10.31,32.53,60.56
2022-07-20,Kolhapur,Wheat,2088.25,6.86,34.11,70.05
2022-07-20,Pune,Rice,1524.91,0.07,33.36,56.91
2022-07-21,Aurangabad,Soybean,1733.98,48.69,35.1,96.6
2022-07-21,Pune,Cotton,2418.91,25.61,31.46,81.47
2022-07-21,Nagpur,Rice,1722.33,12.68,35.05,68.35
2022-07-21,Kolhapur,Rice,1693.53,21.97,34.72,70.29
2022-07-21,Nashik,Cotton,1424.86,0.33,31.3,52.25
2022-07-21,Nashik,Soybean,1694.73,10.66,35.6,61.05
2022-07-21,Nashik,Rice,1698.66,10.89,38.12,67.8
2022-07-21,Aurangabad,Rice,1718.55,25.6,35.51,95.73
2022-07-21,Nagpur,Cotton,1705.96,10.79,36.93,68.25
2022-07-21,Nagpur,Wheat,1249.54,56.08,35.88,100.0
2022-07-21,Kolhapur,Cotton,1710.42,21.58,33.89,76.98
2022-07-21,Pune,Rice,1680.0,19.97,36.16,76.96
2022-07-21,Nagpur,Maize,2207.93,7.32,33.03,61.32
